Index,Country,Year,Happiness Rank,Happiness Score,Freedom,Generosity,Life Expectancy,GDP/capita,Corruption
821,Bahrain,2020,40,6.227300167,0.905855775,0.13372919,68.5,43320.45308127076,0.7393471
822,Lithuania,2020,41,6.215499878,0.747381449,-0.219725296,67.29407501,31058.44465655839,0.809583843
823,Trinidad and Tobago,2020,42,6.191899776,0.857907116,0.000526841,63.5,28566.847325187173,0.912230611
824,Poland,2020,43,6.186299801,0.862055779,-0.205084071,69.31113434,28713.547250186544,0.686927021
825,Colombia,2020,44,6.163400173,0.836179912,-0.161235645,67.69958496,13364.658440766154,0.86457181
826,Cyprus,2020,45,6.15899992,0.779858291,0.043731496,73.70222473,33047.54595411562,0.856271744
827,Nicaragua,2020,46,6.13710022,0.863902867,0.020959141,67.50717926,4881.267740505835,0.665950119
828,Romania,2020,47,6.123700142,0.842823207,-0.19781521,67.20723724,24528.32865013654,0.934300244
829,Kuwait,2020,48,6.102099895,0.872366488,-0.100184701,66.76764679,65501.26143581755,0.760849059
830,Mauritius,2020,49,6.101299763,0.889534533,-0.018318573,66.40434265,21094.890969541488,0.805343091
831,Kazakhstan,2020,50,6.057899952,0.811601937,-0.068488635,64.60996246,24702.466106485866,0.764490843
832,Estonia,2020,51,6.021800041,0.87770915,-0.111697771,68.60495758,30946.566036927165,0.623073816
833,Philippines,2020,52,6.006000042,0.915463448,-0.105463006,61.92676163,8050.951256978413,0.733634114
834,Hungary,2020,53,6.000400066,0.718964577,-0.194323018,67.60997009,28261.161050949497,0.892916501
835,Thailand,2020,54,5.998799801,0.905063033,0.268685192,67.25059509,17013.99849365147,0.886272311
836,Argentina,2020,55,5.974699974,0.831132412,-0.194913864,68.80380249,18232.39157422684,0.842009842
837,Honduras,2020,56,5.953199863,0.870603263,0.086969115,67.19876862,4557.524115834334,0.801131904
838,Latvia,2020,57,5.949999809,0.671237648,-0.186888844,66.8074646,26247.333187454784,0.795580089
839,Ecuador,2020,58,5.925199986,0.859828949,-0.127014965,68.50003815,10363.636461279839,0.801215112
840,Portugal,2020,59,5.910900116,0.888747811,-0.220714301,72.40202332,28673.896263212308,0.892629504
841,Jamaica,2020,60,5.889800072,0.858068526,-0.125106767,67.09999847,8153.889902343299,0.888890028
842,South Korea,2020,61,5.872399807,0.612965107,-0.043404032,73.6027298,36701.27262969905,0.789067447
843,Japan,2020,62,5.870800018,0.809961379,-0.246910349,75.00096893,39327.88270969427,0.654558063
844,Peru,2020,63,5.796800137,0.824766099,-0.16238822,68.10023499,12788.647381011575,0.893714964
845,Serbia,2020,64,5.77820015,0.726495862,-0.073676221,68.21020508,16010.190136036945,0.843509018
846,Bolivia,2020,65,5.747499943,0.875873327,-0.09168113,63.6004715,6982.171335739319,0.822606206
847,Pakistan,2020,66,5.69329977,0.734833717,0.04489987,58.25313568,4830.605257946767,0.745705426
848,Paraguay,2020,67,5.692100048,0.885923445,0.007997713,65.63993835,11967.886589205114,0.834788501
849,Dominican Republic,2020,68,5.689199924,0.866202772,-0.131263286,65.80748749,15754.491102948927,0.755999923
850,Bosnia and Herzegovina,2020,69,5.674099922,0.651352704,0.098274559,67.80813599,12782.306935164052,0.933769107
851,Moldova,2020,70,5.607500076,0.721609175,-0.037741039,65.01301575,6481.545895404101,0.913314283
852,Tajikistan,2020,71,5.555699825,0.831383407,-0.025088511,64.10459137,3055.8430500511813,0.592076063
853,Montenegro,2020,72,5.54610014,0.649565637,-0.075600356,68.50534821,17186.176004906978,0.783121586
854,Russia,2020,73,5.546000004,0.729892612,-0.151153743,64.10045624,25056.083216362676,0.864802599
855,Kyrgyzstan,2020,74,5.541500092,0.909374893,0.154772058,64.10601044,3457.8596383296353,0.888396084
856,Belarus,2020,75,5.539899826,0.639163077,-0.164926544,66.10433197,17675.687274544278,0.63571167
857,North Cyprus,2020,76,5.53550005,0.79529351,0.000227159,73.70222473,33047.54595411562,0.62611568
858,Greece,2020,77,5.514999866,0.541345119,-0.300907373,72.40525818,25142.781840993357,0.859931409
859,Hong Kong S.A.R. of China,2020,78,5.510399818,0.779833794,0.134979904,76.77170563,56087.676659960925,0.420607209
860,Croatia,2020,79,5.504700184,0.714838803,-0.128538325,70.21490479,23644.24845377531,0.916495264
861,Libya,2020,80,5.488800049,0.773157001,-0.085054487,62.29999924,17851.01954600683,0.668779135
862,Mongolia,2020,81,5.456200123,0.693351328,0.098093867,62.30448532,12236.598571974837,0.863511205
863,Malaysia,2020,82,5.384300232,0.894626856,0.114726797,67.10215759,28638.83319939249,0.839302301
864,Vietnam,2020,83,5.353499889,0.939592957,-0.094533332,67.9527359,6697.874505075567,0.79642123
865,Indonesia,2020,84,5.285600185,0.870614409,0.519586504,62.15584946,11728.205310682259,0.876296401
866,Ivory Coast,2020,85,5.233300209,0.727909327,-0.043991156,49.50377274,3735.216802249584,0.790771961
867,Benin,2020,86,5.21600008,0.735182583,-0.003537213,54.31246567,2152.359032436386,0.740532577
868,Maldives,2020,87,5.197599888,0.853962779,0.038085498,70.59999847,13610.990753614276,0.824211061
869,Congo (Brazzaville),2020,88,5.194399834,0.719058514,-0.123674095,57.92448044,5099.956580251505,0.751779079
870,Azerbaijan,2020,89,5.164800167,0.786824107,-0.240255281,65.50839996,16118.564705884542,0.55253756
871,Macedonia,2020,90,5.159800053,0.738840938,-0.019877451,67.50442505,13501.978469703437,0.897490501
872,Ghana,2020,91,5.147999763,0.794796526,0.094170853,57.20398712,4232.910364968968,0.847964764
873,Nepal,2020,92,5.137199879,0.797565043,0.154168829,63.77917862,2766.5527843880204,0.738099158
874,Turkey,2020,93,5.131800175,0.608830452,-0.171046436,66.90281677,25069.802921685474,0.748197377
875,China,2020,94,5.123899937,0.898517907,-0.18142575,69.2891922,16132.12839520771,0.7539711
876,Turkmenistan,2020,95,5.119100094,0.826457024,0.187671542,62.21170807,17120.51224327224,0.883691847
877,Bulgaria,2020,96,5.101500034,0.745178163,-0.143908441,66.80397797,19328.17127129761,0.935585141
878,Morocco,2020,97,5.094799995,0.772072434,-0.240377247,65.89624023,7633.588581960933,0.815724611
879,Cameroon,2020,98,5.084899902,0.763051808,-0.00149645,52.7049408,3356.478288956757,0.851336598
880,Venezuela,2020,99,5.053199768,0.62327832,-0.169090509,66.50534058,7925.127555918585,0.837038398
881,Algeria,2020,100,5.005099773,0.466610909,-0.121105164,65.90517426,13876.677344475584,0.735485137
882,Senegal,2020,101,4.980800152,0.690596163,-0.052335154,59.59915161,3357.602024568337,0.808785141
883,Guinea,2020,102,4.949299812,0.706846774,0.076328471,54.46780014,2323.8728179977074,0.761794448
884,Niger,2020,103,4.909599781,0.759772122,0.013860817,53.50009537,936.5162756834277,0.722530186
885,Laos,2020,104,4.888599873,0.907213569,0.11137148,58.70992279,6624.831191490144,0.634679317
886,Albania,2020,105,4.882699966,0.781994224,-0.042309489,68.70813751,12307.087599416815,0.896303713
887,Cambodia,2020,106,4.848400116,0.959704638,0.051911179,61.52996826,3827.206057252008,0.822769046
888,Bangladesh,2020,107,4.832799911,0.90062499,-0.033664726,64.50306702,3972.153218227456,0.661843538
889,Gabon,2020,108,4.829299927,0.704829216,-0.222261623,59.71533966,16003.091863148882,0.849150956
890,South Africa,2020,109,4.814099789,0.759330094,-0.109777324,56.50601196,12129.19768843562,0.843423843
891,Iraq,2020,110,4.784800053,0.633182645,-0.06956476,59.90354919,15694.970959944189,0.82226181
892,Lebanon,2020,111,4.771500111,0.551357508,-0.06121527,67.10658264,11634.427854375028,0.90225625
893,Burkina Faso,2020,112,4.768700123,0.665563583,-0.019080516,53.88945389,1752.0555191380727,0.739795029
894,Gambia,2020,113,4.750599861,0.733163178,0.343198717,55.0120163,1512.9467784553042,0.690717816
895,Mali,2020,114,4.729300022,0.71156615,-0.044366926,51.72698212,2058.745910313966,0.839328408
896,Nigeria,2020,115,4.724100113,0.759578407,0.033745807,49.86190796,5306.166267719093,0.861874342
897,Armenia,2020,116,4.676799774,0.712017834,-0.13877961,66.75065613,8959.558811780324,0.773544788
898,Georgia,2020,117,4.672599792,0.801641524,-0.22892037,64.49520874,10158.854025447763,0.665944695
899,Iran,2020,118,4.672399998,0.647873282,0.117891103,66.00614929,18282.868429999366,0.714635968
900,Jordan,2020,119,4.633399963,0.75104779,-0.162565202,66.79975128,8316.51910110473,0.700344324
901,Mozambique,2020,120,4.623600006,0.864451885,0.032375868,54.20582199,1175.3790273150423,0.683019102
902,Kenya,2020,121,4.583000183,0.829747558,0.294681519,60.09693146,3071.0525131952113,0.831499159
903,Namibia,2020,122,4.571100235,0.767520964,-0.18530646,56.50148773,9928.266919015308,0.851449788
904,Ukraine,2020,123,4.56069994,0.663081884,-0.030933706,64.60678101,8190.176186427199,0.920636714
905,Liberia,2020,124,4.557899952,0.735268712,0.04227322,56.09631348,1157.9198215439103,0.856375933
906,Palestinian Territories,2020,125,4.552800179,0.645791829,-0.162079096,62.25,4399.398469133911,0.824199975
907,Uganda,2020,126,4.43200016,0.731713951,0.099487431,55.70820236,1808.7469216083462,0.836737812
908,Chad,2020,127,4.422699928,0.587305248,0.017834719,48.22053909,1751.0374082630617,0.802760839
909,Tunisia,2020,128,4.392199993,0.593361557,-0.216413811,66.89785767,11103.025058896776,0.867590249
910,Mauritania,2020,129,4.374599934,0.551522553,-0.106008142,57.01017761,3766.5665800080105,0.746223509
911,Sri Lanka,2020,130,4.327000141,0.837633669,0.081129618,67.20006561,11967.738212266962,0.859001756
912,Congo (Kinshasa),2020,131,4.31099987,0.700793564,0.083637655,52.90000153,807.752989726886,0.809403598
913,Swaziland,2020,132,4.308100224,0.646822274,-0.19920142,51.18823624,9534.517845981753,0.708263338
914,Myanmar,2020,133,4.308000088,0.895075202,0.560663998,58.96171188,5886.882861473038,0.645124316
915,Comoros,2020,134,4.288599968,0.547612607,0.090008408,57.34901047,2524.0753711447105,0.780622602
916,Togo,2020,135,4.187200069,0.649828613,0.002667875,54.71989822,1568.2432377568807,0.757733464
917,Ethiopia,2020,136,4.186200142,0.740795195,0.043377332,58.63959122,1825.0918362802997,0.753690004
918,Madagascar,2020,137,4.165599823,0.557574093,-0.011823639,59.10542679,1453.4362058330591,0.817485631
919,Egypt,2020,138,4.151400089,0.708354175,-0.196878314,61.78015137,11120.457088047193,0.787726879
920,Sierra Leone,2020,139,3.926399946,0.715315044,0.088660747,50.86514282,1434.8321030648601,0.861330688
921,Burundi,2020,140,3.775300026,0.626350224,-0.017551597,53.40000153,660.2657483537887,0.606934547
922,Zambia,2020,141,3.759399891,0.806500256,0.078037128,55.29937744,3732.0762792498144,0.801289678
923,Haiti,2020,142,3.720799923,0.537825167,0.40053457,55.59862518,1654.6243265116132,0.684767246
924,Lesotho,2020,143,3.652800083,0.738125861,-0.145732045,48.00362396,2865.471875279043,0.857392073
925,India,2020,144,3.573299885,0.881444871,0.057551607,60.21518707,6973.1612509483275,0.772042692
926,Malawi,2020,145,3.538000107,0.803223193,0.021433279,57.59288788,1167.040452087675,0.731700778
927,Yemen,2020,146,3.527400017,0.599920273,-0.157735437,56.72728348,2344.1605795865917,0.800287724
928,Botswana,2020,147,3.478899956,0.821328104,-0.250394493,58.92445374,16501.450663103595,0.777930915
929,Tanzania,2020,148,3.476200104,0.82153976,0.109668687,57.49607468,2886.1109851865986,0.619799435
930,Central African Republic,2020,149,3.475899935,0.640880644,0.082410358,45.20000076,753.8249784565013,0.891806662
931,Rwanda,2020,150,3.312299967,0.900589406,0.055483952,61.09884644,1998.4043817539712,0.183541179
932,Zimbabwe,2020,151,3.299200058,0.711457908,-0.072063953,55.61725998,2606.364686522374,0.81023699
933,South Sudan,2020,152,2.816600084,0.451313615,0.016518548,51.0,1678.003085799277,0.763417304
934,Afghanistan,2020,153,2.566900015,0.396573007,-0.0964294,52.59000015,1742.1244295592526,0.933686554
935,Finland,2021,1,7.842,0.949,-0.098,72.0,47810.47324388286,0.186
936,Denmark,2021,2,7.62,0.946,0.03,72.7,55994.010016211105,0.179
937,Switzerland,2021,3,7.571,0.919,0.025,74.4,67305.68603809862,0.292
938,Iceland,2021,4,7.554,0.955,0.16,73.0,52997.49885470244,0.673
939,Netherlands,2021,5,7.464,0.913,0.175,72.4,55938.043993869935,0.338
940,Norway,2021,6,7.392,0.96,0.093,73.3,63133.07000058211,0.27
941,Sweden,2021,7,7.363,0.945,0.086,72.7,52417.72099162932,0.237
942,Luxembourg,2021,8,7.324,0.907,-0.034,72.6,114347.80456386216,0.386
943,New Zealand,2021,9,7.277,0.929,0.134,73.4,41898.27769776007,0.242
944,Austria,2021,10,7.268,0.908,0.042,73.3,54502.399107305435,0.481
945,Australia,2021,11,7.183,0.914,0.159,73.9,48825.10957587918,0.442
946,Israel,2021,12,7.157,0.8,0.031,73.503,39143.90476397888,0.753
947,Germany,2021,13,7.155,0.875,0.011,72.5,52733.17272642878,0.46
948,Canada,2021,14,7.103,0.915,0.089,73.8,47858.307630333744,0.415
949,Ireland,2021,15,7.085,0.879,0.077,72.4,84288.43955438846,0.363
950,Costa Rica,2021,16,7.069,0.934,-0.126,71.4,19535.72266206552,0.809
951,United Kingdom,2021,17,7.064,0.859,0.233,72.5,44667.43537478072,0.459
952,Czech Republic,2021,18,6.965,0.858,-0.208,70.807,38407.191512013924,0.868
953,United States,2021,19,6.951,0.837,0.098,68.2,61267.20580127015,0.698
954,Belgium,2021,20,6.834,0.783,-0.153,72.199,50161.34554465765,0.646
955,France,2021,21,6.69,0.822,-0.147,74.0,44533.633871262755,0.571
956,Bahrain,2021,22,6.647,0.925,0.089,69.495,43001.91807172273,0.722
957,Malta,2021,23,6.602,0.927,0.133,72.2,43217.466083051455,0.653
958,Taiwan Province of China,2021,24,6.584,0.784,-0.07,69.6,52627.811777045674,0.721
959,United Arab Emirates,2021,25,6.561,0.932,0.074,67.333,65185.999939254456,0.589
960,Saudi Arabia,2021,26,6.494,0.877,-0.149,66.603,46304.75802902191,0.684
961,Spain,2021,27,6.491,0.761,-0.081,74.7,38987.64187904331,0.745
962,Italy,2021,28,6.483,0.693,-0.084,73.8,41068.636213182384,0.866
963,Slovenia,2021,29,6.461,0.949,-0.101,71.4,37384.07161359687,0.806
964,Guatemala,2021,30,6.435,0.906,-0.038,64.958,8544.131910125676,0.775
965,Uruguay,2021,31,6.431,0.896,-0.092,69.1,21290.154185132888,0.59
966,Singapore,2021,32,6.377,0.927,-0.018,76.953,97538.26094908819,0.082
967,Kosovo,2021,33,6.372,0.869,0.257,63.813,11136.686192794194,0.917
968,Slovakia,2021,34,6.331,0.766,-0.124,69.201,31856.604431794618,0.911
969,Brazil,2021,35,6.33,0.804,-0.071,66.601,14429.06710514594,0.756
970,Mexico,2021,36,6.317,0.862,-0.147,68.597,19129.75011726391,0.799
971,Jamaica,2021,37,6.309,0.89,-0.137,67.5,9759.534660079984,0.884
972,Lithuania,2021,38,6.255,0.773,-0.203,67.906,36279.205323272676,0.826
973,Cyprus,2021,39,6.223,0.763,-0.015,73.898,39183.0682472209,0.844
974,Estonia,2021,40,6.189,0.909,-0.106,68.8,35632.02175344423,0.527
975,Panama,2021,41,6.18,0.872,-0.166,69.652,31257.04281960959,0.856
976,Uzbekistan,2021,42,6.179,0.97,0.311,65.255,6877.427836155341,0.515
977,Chile,2021,43,6.172,0.742,-0.044,70.0,23647.20014953603,0.83
978,Poland,2021,44,6.166,0.841,-0.165,69.702,32273.443875318557,0.735
979,Kazakhstan,2021,45,6.152,0.853,-0.069,65.2,25719.378140315774,0.733
980,Romania,2021,46,6.14,0.845,-0.219,67.355,29260.682509921295,0.938
981,Kuwait,2021,47,6.106,0.867,-0.104,66.9,49861.27857250652,0.736
982,Serbia,2021,48,6.078,0.778,0.002,68.6,17800.82351326212,0.835
983,El Salvador,2021,49,6.061,0.888,-0.11,66.402,8552.68031552613,0.688
984,Mauritius,2021,50,6.049,0.867,-0.054,66.701,22203.38425142754,0.789
985,Latvia,2021,51,6.032,0.715,-0.162,67.1,30181.969842809693,0.8
986,Colombia,2021,52,6.012,0.837,-0.135,68.001,14143.3524335182,0.841
987,Hungary,2021,53,5.992,0.755,-0.186,68.0,31508.102060147456,0.876
988,Thailand,2021,54,5.985,0.884,0.287,67.401,18124.139450452363,0.895
989,Nicaragua,2021,55,5.972,0.836,0.02,67.657,5541.386393677689,0.664
990,Japan,2021,56,5.94,0.796,-0.258,75.1,40578.75772806268,0.638
991,Portugal,2021,58,5.929,0.892,-0.244,72.6,33556.97434729619,0.887
992,Argentina,2021,57,5.929,0.828,-0.182,69.0,21205.163662757783,0.834
993,Honduras,2021,59,5.919,0.857,0.081,67.3,5698.737852969742,0.809
994,Croatia,2021,60,5.882,0.754,-0.118,70.799,27364.449871117336,0.939
995,Philippines,2021,61,5.88,0.917,-0.097,62.0,8742.924293109256,0.742
996,South Korea,2021,62,5.845,0.672,-0.083,73.9,42234.808246710236,0.727
997,Peru,2021,63,5.84,0.822,-0.154,68.25,12810.238333666217,0.891
998,Bosnia and Herzegovina,2021,64,5.813,0.706,0.113,68.098,14617.869534342557,0.931
999,Moldova,2021,65,5.766,0.822,-0.079,65.699,12759.099725732218,0.918
1000,Ecuador,2021,66,5.764,0.842,-0.124,68.8,11081.141738683076,0.843
1001,Kyrgyzstan,2021,67,5.744,0.935,0.119,64.401,5105.123896796746,0.908
1002,Greece,2021,68,5.723,0.582,-0.288,72.6,29114.74424706672,0.823
1003,Bolivia,2021,69,5.716,0.875,-0.077,63.901,8484.531830400614,0.839
1004,Mongolia,2021,70,5.677,0.708,0.116,62.5,12088.380730216988,0.856
1005,Paraguay,2021,71,5.653,0.876,0.028,65.9,12682.77433253346,0.882
1006,Montenegro,2021,72,5.581,0.708,-0.034,68.699,20743.744285755543,0.812
1007,Dominican Republic,2021,73,5.545,0.86,-0.133,66.102,18069.848509231037,0.714
1008,North Cyprus,2021,74,5.536,0.795,0.012,73.898,39183.0682472209,0.626
1009,Belarus,2021,75,5.534,0.65,-0.18,66.253,19015.315264423196,0.627
1010,Russia,2021,76,5.477,0.718,-0.111,64.703,26608.872718590363,0.845
1011,Hong Kong S.A.R. of China,2021,77,5.477,0.717,0.067,76.82,59874.14171519782,0.403
1012,Tajikistan,2021,78,5.466,0.832,-0.056,64.281,3264.950889184469,0.553
1013,Vietnam,2021,79,5.411,0.94,-0.098,68.034,7887.227831920681,0.796
1014,Libya,2021,80,5.41,0.771,-0.087,62.3,15093.206184475071,0.667
1015,Malaysia,2021,81,5.384,0.895,0.125,67.102,27945.179639314723,0.839
1016,Indonesia,2021,82,5.345,0.873,0.542,62.236,11672.60590688112,0.867
1017,Congo (Brazzaville),2021,83,5.342,0.695,-0.068,58.221,3350.952792324801,0.745
1018,China,2021,84,5.339,0.904,-0.146,69.593,15882.926400966757,0.755
1019,Ivory Coast,2021,85,5.306,0.741,-0.016,50.114,5171.923765841722,0.794
1020,Armenia,2021,86,5.283,0.825,-0.168,67.055,13187.17440176412,0.629
1021,Nepal,2021,87,5.269,0.782,0.152,64.233,3361.0207450799394,0.727
1022,Bulgaria,2021,88,5.266,0.788,-0.096,67.0,22381.723732219263,0.932
1023,Maldives,2021,89,5.198,0.854,0.024,70.6,18508.77087375565,0.825
1024,Azerbaijan,2021,90,5.171,0.814,-0.223,65.656,14314.095069630383,0.506
1025,Cameroon,2021,91,5.142,0.731,0.026,53.515,3601.119325977403,0.848
1026,Senegal,2021,92,5.132,0.695,-0.046,59.802,3354.305421152152,0.801
1027,Albania,2021,93,5.117,0.785,-0.03,68.999,13629.611214012439,0.901
1028,North Macedonia,2021,94,5.101,0.751,0.038,65.474,16203.782797812615,0.905
1029,Ghana,2021,95,5.088,0.807,0.123,57.586,5324.105525307907,0.848
1030,Niger,2021,96,5.074,0.806,0.018,53.78,1209.545562662592,0.693
1031,Turkmenistan,2021,97,5.066,0.877,0.273,62.409,15199.229275658265,0.888
1032,Gambia,2021,98,5.051,0.697,0.424,55.16,2177.6465316777985,0.746
1033,Benin,2021,99,5.045,0.757,-0.034,54.713,3251.917170443501,0.661
1034,Laos,2021,100,5.03,0.91,0.123,58.968,7684.802836379046,0.658
1035,Bangladesh,2021,101,5.025,0.877,-0.041,64.8,4693.810476953071,0.682
1036,Guinea,2021,102,4.984,0.697,0.095,55.008,2535.129501183596,0.766
1037,South Africa,2021,103,4.956,0.749,-0.067,56.904,12124.700324559462,0.86
1038,Turkey,2021,104,4.948,0.576,-0.139,67.199,28001.12592623153,0.776
1039,Pakistan,2021,105,4.934,0.726,0.098,58.709,4712.623319462116,0.787
1040,Morocco,2021,106,4.918,0.774,-0.236,66.208,7354.002486673032,0.801
1041,Venezuela,2021,107,4.892,0.615,-0.169,66.7,8716.734824075576,0.827
1042,Georgia,2021,108,4.891,0.783,-0.238,64.3,14544.962605881383,0.655
1043,Algeria,2021,109,4.887,0.48,-0.067,66.005,11407.199840665271,0.752
1044,Ukraine,2021,110,4.875,0.724,-0.011,64.902,12531.490558587659,0.924
1045,Iraq,2021,111,4.854,0.63,-0.053,60.583,10301.03855791324,0.875
1046,Gabon,2021,112,4.852,0.731,-0.2,59.962,14809.142418282425,0.84
1047,Burkina Faso,2021,113,4.834,0.695,-0.009,54.151,2160.2948586586103,0.748
1048,Cambodia,2021,114,4.83,0.959,0.034,62.0,4272.694766395488,0.843
1049,Mozambique,2021,115,4.794,0.882,0.061,54.706,1284.339683146911,0.684
1050,Nigeria,2021,116,4.759,0.737,0.037,50.102,5079.6619851375335,0.878
1051,Mali,2021,117,4.723,0.697,-0.036,51.969,2307.6846849754606,0.827
1052,Iran,2021,118,4.721,0.608,0.218,66.3,14530.424913333232,0.714
1053,Uganda,2021,119,4.636,0.709,0.122,56.101,2158.1356435874213,0.855
1054,Liberia,2021,120,4.625,0.735,0.05,56.498,1462.6424849978537,0.85
1055,Kenya,2021,121,4.607,0.779,0.287,60.704,4276.969598221566,0.825
1056,Tunisia,2021,122,4.596,0.656,-0.201,67.201,10572.377683790171,0.87
1057,Lebanon,2021,123,4.584,0.525,-0.073,67.355,15153.699916017764,0.898
1058,Namibia,2021,124,4.574,0.719,-0.149,56.799,9518.570890760071,0.847
1059,Palestinian Territories,2021,125,4.517,0.653,-0.163,62.25,4841.597464967773,0.821
1060,Myanmar,2021,126,4.426,0.876,0.509,59.302,5120.46226453497,0.66
1061,Jordan,2021,127,4.395,0.755,-0.167,67.0,9720.574493719265,0.705
1062,Chad,2021,128,4.355,0.579,0.041,48.478,1578.1365006850901,0.807
1063,Sri Lanka,2021,129,4.325,0.841,0.079,67.299,12964.887231273544,0.863
1064,Swaziland,2021,130,4.308,0.647,-0.185,50.833,8647.279138654574,0.708
1065,Comoros,2021,131,4.289,0.548,0.082,57.349,3074.8149513282933,0.781
1066,Egypt,2021,132,4.283,0.749,-0.182,61.998,11695.974479477962,0.795
1067,Ethiopia,2021,133,4.275,0.752,0.082,59.0,2195.137574818319,0.761
1068,Mauritania,2021,134,4.227,0.561,-0.106,57.161,5125.585287884258,0.731
1069,Madagascar,2021,135,4.208,0.552,-0.005,59.305,1629.4535627183186,0.803
1070,Togo,2021,136,4.107,0.619,0.032,54.914,1574.9833818535913,0.772
1071,Zambia,2021,137,4.073,0.782,0.061,55.809,3446.105390326745,0.823
1072,Sierra Leone,2021,138,3.849,0.717,0.084,51.651,1692.5643081206601,0.866
1073,India,2021,139,3.819,0.893,0.089,60.633,6342.320563867999,0.774
1074,Burundi,2021,140,3.775,0.626,-0.024,53.4,761.2790658227758,0.607
1075,Yemen,2021,141,3.658,0.602,-0.147,57.122,1954.7156221050159,0.8
1076,Tanzania,2021,142,3.623,0.833,0.183,57.999,2633.3181922710883,0.577
1077,Haiti,2021,143,3.615,0.593,0.422,55.7,1766.9320207187657,0.721
1078,Malawi,2021,144,3.6,0.78,0.038,57.948,1051.528395990807,0.729
1079,Lesotho,2021,145,3.512,0.715,-0.131,48.7,2768.331303095756,0.915
1080,Botswana,2021,146,3.467,0.824,-0.246,59.269,17712.04153560232,0.801
1081,Rwanda,2021,147,3.415,0.897,0.061,61.4,2155.9785866520574,0.167
1082,Zimbabwe,2021,148,3.145,0.677,-0.047,56.201,2815.795235590385,0.821
1083,Afghanistan,2021,149,2.523,0.382,-0.102,52.493,2197.3338103278734,0.924
